id_hecho,n_victimas,fecha,franja_hora,tipo_calle,comuna,pos_x,pos_y,participantes,acusado,gravedad,rol,vehiculo_victima,sexo_victima,edad_victima
2019-0105,1,2019-05-05,11,avenida,10.0,-58.50512382,-34.61520391,peaton-auto,auto,fatal,peatón,peatón,femenino,82
2020-0001,1,2020-01-04,10,calle,15.0,-58.43910409,-34.59213355,peaton-auto,auto,fatal,peatón,peatón,femenino,87
2020-0002,1,2020-01-05,20,avenida,7.0,-58.45019436,-34.64646409,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,36
2020-0003,1,2020-01-11,6,avenida,3.0,-58.39337644,-34.60927582,peaton-auto,auto,fatal,peatón,peatón,masculino,44
2020-0004,1,2020-01-14,21,avenida,1.0,-58.39055614,-34.60919284,peaton-pasajeros,pasajeros,fatal,peatón,peatón,masculino,82
2020-0005,1,2020-01-14,6,avenida,3.0,-58.41036975,-34.62477021,moto-pasajeros,pasajeros,fatal,conductor,moto,masculino,25
2020-0006,1,2020-01-20,12,avenida,8.0,-58.44925765,-34.65412546,moto-cargas,cargas,fatal,conductor,moto,masculino,23
2020-0007,1,2020-01-27,0,calle,1.0,-58.3815685,-34.61648696,peaton-moto,moto,fatal,peatón,peatón,masculino,52
2020-0008,1,2020-01-30,7,avenida,2.0,-58.40662899,-34.59804521,moto-cargas,cargas,fatal,conductor,moto,masculino,49
2020-0009,1,2020-02-04,14,calle,5.0,-58.41985649,-34.6060085,peaton-auto,auto,fatal,peatón,peatón,masculino,48
2020-0010,1,2020-02-08,5,avenida,1.0,-58.38099833,-34.62214953,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,
2020-0011,1,2020-02-12,11,calle,5.0,-58.41803309,-34.61823178,moto-cargas,cargas,fatal,conductor,moto,masculino,31
2020-0012,1,2020-02-18,21,calle,3.0,-58.40604003,-34.61783553,peaton-moto,moto,fatal,peatón,peatón,femenino,66
2020-0013,1,2020-02-20,12,avenida,15.0,-58.47549929,-34.57994061,peaton-moto,moto,fatal,peatón,peatón,femenino,58
2020-0014,1,2020-02-27,2,calle,11.0,-58.51398484,-34.61600366,moto-pasajeros,pasajeros,fatal,conductor,moto,masculino,
2020-0015,1,2020-02-28,14,avenida,1.0,-58.36797542,-34.62519403,moto-pasajeros,pasajeros,fatal,conductor,moto,masculino,29
2020-0016,1,2020-02-29,13,avenida,1.0,-58.37133616,-34.59879316,peaton-pasajeros,pasajeros,fatal,peatón,peatón,masculino,68
2020-0017,1,2020-03-05,23,avenida,3.0,-58.39613805,-34.61413568,peaton-auto,auto,fatal,peatón,peatón,masculino,
2020-0018,1,2020-03-09,14,avenida,13.0,-58.44903073,-34.54200276,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,31
2020-0019,1,2020-03-10,21,calle,5.0,-58.41972364,-34.6284667,peaton-auto,auto,fatal,peatón,peatón,femenino,80
2020-0020,1,2020-03-13,17,avenida,3.0,-58.40571596,-34.60557123,peaton-moto,moto,fatal,peatón,peatón,femenino,74
2020-0021,1,2020-03-14,16,calle,2.0,-58.4145159,-34.59488319,peaton-auto,auto,fatal,peatón,peatón,femenino,87
2020-0022,1,2020-04-07,6,autopista,9.0,-58.47297505,-34.66245085,auto-cargas,cargas,fatal,pasajero,auto,masculino,44
2020-0023,1,2020-04-09,18,avenida,4.0,-58.35791192,-34.63695178,auto-cargas,cargas,fatal,conductor,auto,masculino,44
2020-0024,1,2020-04-24,7,calle,9.0,-58.50801713,-34.65177305,auto-auto,auto,fatal,conductor,auto,masculino,53
2020-0025,1,2020-05-12,5,avenida,3.0,-58.40258477,-34.60975108,peaton-auto,auto,fatal,peatón,peatón,masculino,
2020-0026,1,2020-05-17,6,autopista,14.0,,,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,28
2020-0027,1,2020-05-18,8,avenida,8.0,-58.48267426,-34.68454456,peaton-cargas,cargas,fatal,peatón,peatón,masculino,76
2020-0028,1,2020-05-19,10,avenida,15.0,-58.44248936,-34.60221948,peaton-pasajeros,pasajeros,fatal,peatón,peatón,masculino,91
2020-0029,1,2020-06-10,14,gral paz,9.0,-58.52909134,-34.63886726,peaton-pasajeros,pasajeros,fatal,peatón,peatón,masculino,80
2020-0030,1,2020-06-16,15,avenida,6.0,-58.45158942,-34.6064658,multiple,multiple,fatal,conductor,moto,masculino,40
2020-0031,1,2020-06-30,8,avenida,9.0,-58.49344309,-34.65788529,moto-cargas,cargas,fatal,conductor,moto,masculino,29
2020-0032,1,2020-07-10,23,avenida,15.0,-58.44259166,-34.59635137,moto-auto,auto,fatal,conductor,moto,masculino,21
2020-0033,1,2020-07-19,6,gral paz,13.0,-58.46743471,-34.53476874,auto-objeto fijo,objeto fijo,fatal,conductor,auto,masculino,32
2020-0034,1,2020-08-02,3,calle,3.0,-58.41178158,-34.60922259,peaton-auto,auto,fatal,peatón,peatón,femenino,
2020-0035,1,2020-08-04,5,autopista,7.0,-58.45068621,-34.63638927,moto-pasajeros,pasajeros,fatal,conductor,moto,masculino,40
2020-0036,1,2020-08-07,18,avenida,14.0,-58.42016954,-34.5877879,peaton-moto,moto,fatal,peatón,peatón,masculino,72
2020-0037,1,2020-08-29,4,avenida,8.0,-58.43850413,-34.65554754,peaton-auto,auto,fatal,peatón,peatón,masculino,38
2020-0038,2,2020-08-30,4,avenida,14.0,-58.40617526,-34.58345898,auto-auto,auto,fatal,conductor,auto,masculino,46
2020-0038,2,2020-08-30,4,avenida,14.0,-58.40617526,-34.58345898,auto-auto,auto,fatal,conductor,auto,masculino,64
2020-0039,1,2020-09-01,19,calle,9.0,,,peaton-cargas,cargas,fatal,peatón,peatón,masculino,44
2020-0040,1,2020-09-12,3,avenida,2.0,-58.38526125,-34.5780581,auto-objeto fijo,objeto fijo,fatal,conductor,auto,masculino,
2020-0041,1,2020-09-28,1,avenida,7.0,-58.4475047,-34.63491705,moto-pasajeros,pasajeros,fatal,conductor,moto,masculino,34
2020-0042,1,2020-09-29,17,avenida,8.0,-58.46745752,-34.68192648,peaton-pasajeros,pasajeros,fatal,peatón,peatón,femenino,53
2020-0043,1,2020-09-30,17,avenida,1.0,-58.37202621,-34.59717942,peaton-pasajeros,pasajeros,fatal,peatón,peatón,masculino,64
2020-0044,1,2020-10-05,0,avenida,6.0,-58.42779702,-34.62207347,auto-auto,auto,fatal,conductor,auto,masculino,43
2020-0045,1,2020-10-19,3,gral paz,8.0,-58.46244952,-34.70524971,auto-cargas,cargas,fatal,conductor,auto,masculino,50
2020-0046,1,2020-10-27,21,avenida,11.0,-58.4844016,-34.60776782,moto-moto,moto,fatal,conductor,moto,masculino,41
2020-0047,1,2020-10-27,14,autopista,9.0,-58.46668375,-34.65174801,peaton-cargas,cargas,fatal,peatón,peatón,masculino,15
2020-0048,1,2020-10-29,20,avenida,15.0,-58.4495878,-34.59322448,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,41
2020-0049,1,2020-10-30,20,avenida,1.0,-58.37533517,-34.59276462,peaton-auto,auto,fatal,peatón,peatón,masculino,36
2020-0050,1,2020-11-01,22,avenida,14.0,-58.42525456,-34.57866344,peaton-moto,moto,fatal,peatón,peatón,femenino,28
2020-0051,1,2020-11-05,0,avenida,10.0,-58.48493828,-34.62981124,moto-auto,auto,fatal,conductor,moto,masculino,49
2020-0052,1,2020-11-07,6,avenida,3.0,-58.40480504,-34.60183884,bicicleta-cargas,cargas,fatal,ciclista,bicicleta,masculino,44
2020-0053,1,2020-11-09,3,avenida,4.0,-58.41125934,-34.6541774,auto-auto,auto,fatal,pasajero,auto,masculino,27
2020-0054,1,2020-11-19,9,calle,4.0,-58.39956546,-34.6297708,bicicleta-auto,auto,fatal,ciclista,bicicleta,masculino,59
2020-0055,1,2020-11-19,12,avenida,12.0,-58.49005682,-34.5786897,peaton-cargas,cargas,fatal,peatón,peatón,masculino,91
2020-0056,1,2020-11-21,13,gral paz,8.0,-58.47064556,-34.69843756,moto-cargas,cargas,fatal,conductor,moto,femenino,34
2020-0057,1,2020-11-23,7,avenida,11.0,-58.4750156,-34.61945902,peaton-auto,auto,fatal,peatón,peatón,masculino,84
2020-0058,1,2020-11-24,16,avenida,10.0,-58.48727942,-34.63652467,peaton-auto,auto,fatal,peatón,peatón,masculino,57
2020-0059,1,2020-12-01,6,calle,1.0,-58.3795169,-34.62794241,peaton-pasajeros,pasajeros,fatal,peatón,peatón,femenino,49
2020-0060,1,2020-12-03,20,avenida,9.0,-58.47750832,-34.65672199,peaton-moto,moto,fatal,peatón,peatón,femenino,69
2020-0061,1,2020-12-03,14,autopista,13.0,-58.44927253,-34.54048625,moto-cargas,cargas,fatal,conductor,moto,masculino,45
2020-0062,1,2020-12-04,17,calle,3.0,-58.39246272,-34.61253541,bicicleta-pasajeros,pasajeros,fatal,ciclista,bicicleta,masculino,47
2020-0063,2,2020-12-05,7,calle,11.0,-58.52783814,-34.61047001,peaton_moto-moto,moto,fatal,peatón,peatón,masculino,38
2020-0063,2,2020-12-05,7,calle,11.0,-58.52783814,-34.61047001,peaton_moto-moto,moto,fatal,pasajero,moto,masculino,21
2020-0065,1,2020-12-05,16,gral paz,12.0,-58.49332664,-34.54836855,moto-auto,auto,fatal,conductor,moto,masculino,24
2020-0066,1,2020-12-07,4,autopista,10.0,-58.50178784,-34.63593897,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,27
2020-0067,1,2020-12-11,22,avenida,4.0,-58.41657793,-34.65476216,peaton-pasajeros,pasajeros,fatal,peatón,peatón,masculino,51
2020-0068,1,2020-12-12,20,avenida,2.0,-58.39731474,-34.58307887,moto-auto,auto,fatal,conductor,moto,masculino,71
2020-0069,1,2020-12-15,5,avenida,1.0,-58.38746381,-34.61790839,moto-pasajeros,pasajeros,fatal,pasajero,moto,masculino,25
2020-0070,1,2020-12-17,15,avenida,2.0,-58.39189441,-34.59176378,peaton-pasajeros,pasajeros,fatal,peatón,peatón,femenino,81
2020-0071,1,2020-12-17,23,avenida,7.0,-58.46749188,-34.63551751,peaton-auto,auto,fatal,peatón,peatón,masculino,4
2020-0072,1,2020-12-19,3,avenida,3.0,-58.40280471,-34.62113271,bicicleta-auto,auto,fatal,ciclista,bicicleta,masculino,42
2020-0073,1,2020-12-20,7,avenida,8.0,-58.44451316,-34.68475866,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,56
2020-0074,1,2020-12-20,21,avenida,7.0,-58.47110424,-34.62742408,auto-auto,auto,fatal,conductor,auto,masculino,39
2020-0075,1,2020-12-23,14,avenida,1.0,-58.38220928,-34.60373898,peaton-pasajeros,pasajeros,fatal,peatón,peatón,masculino,23
2020-0076,1,2020-12-24,12,avenida,10.0,-58.49794468,-34.61565025,auto-pasajeros,pasajeros,fatal,conductor,auto,femenino,78
2020-0077,2,2020-12-25,6,avenida,15.0,-58.47220945,-34.60111373,moto-auto,auto,fatal,conductor,moto,femenino,30
2020-0077,2,2020-12-25,6,avenida,15.0,-58.47220945,-34.60111373,moto-auto,auto,fatal,pasajero,moto,femenino,24
2020-0078,1,2020-12-25,5,calle,7.0,-58.43706741,-34.63217813,bicicleta-pasajeros,pasajeros,fatal,ciclista,bicicleta,masculino,26
2020-0079,1,2020-12-27,4,gral paz,12.0,-58.49332664,-34.54836855,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,28
2021-0001,1,2021-01-06,18,autopista,1.0,-58.37960727,-34.62622851,moto-auto,auto,fatal,conductor,moto,masculino,36
2021-0002,1,2021-01-07,10,avenida,9.0,-58.51061062,-34.64972472,moto-cargas,cargas,fatal,conductor,moto,femenino,47
2021-0003,1,2021-01-10,7,autopista,7.0,-58.43052224,-34.62941648,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,27
2021-0004,1,2021-01-11,9,avenida,5.0,-58.41455544,-34.63866836,peaton-cargas,cargas,fatal,peatón,peatón,femenino,61
2021-0005,1,2021-01-11,21,avenida,9.0,-58.46774439,-34.64730145,peaton-auto,auto,fatal,peatón,peatón,masculino,73
2021-0006,1,2021-01-12,21,autopista,14.0,-58.40786274,-34.56726817,moto-cargas,cargas,fatal,pasajero,moto,femenino,23
2021-0007,1,2021-01-18,10,avenida,15.0,-58.48744301,-34.58622275,moto-moto,moto,fatal,conductor,moto,masculino,84
2021-0008,1,2021-01-22,23,avenida,4.0,-58.41657793,-34.65476216,peaton-pasajeros,pasajeros,fatal,peatón,peatón,masculino,28
2021-0009,1,2021-01-23,5,avenida,6.0,-58.45351111,-34.61134937,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,31
2021-0010,1,2021-01-23,8,gral paz,12.0,-58.5007381,-34.5497951,moto-auto,auto,fatal,conductor,moto,masculino,28
2021-0011,1,2021-01-27,1,avenida,2.0,-58.39144148,-34.59564871,peaton-auto,auto,fatal,peatón,peatón,masculino,21
2021-0012,1,2021-01-29,20,autopista,8.0,-58.48191128,-34.68385968,peaton-auto,auto,fatal,peatón,peatón,masculino,
2021-0013,1,2021-01-31,6,avenida,10.0,-58.48727942,-34.63652467,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,41
2021-0014,1,2021-02-02,0,avenida,15.0,-58.48328708,-34.59779521,peaton-auto,auto,fatal,peatón,peatón,masculino,28
2021-0015,1,2021-02-06,3,avenida,15.0,-58.49018543,-34.5972499,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,26
2021-0016,1,2021-02-14,5,avenida,8.0,-58.47230127,-34.68482689,auto-objeto fijo,objeto fijo,fatal,conductor,auto,masculino,22
2021-0017,1,2021-02-17,4,avenida,1.0,-58.38262614,-34.63168269,moto-pasajeros,pasajeros,fatal,conductor,moto,masculino,33
2021-0018,1,2021-02-20,19,calle,3.0,-58.41047268,-34.60793518,peaton-auto,auto,fatal,peatón,peatón,masculino,36
2021-0019,1,2021-02-21,1,avenida,12.0,-58.49659234,-34.56353635,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,30
2021-0020,1,2021-02-21,15,calle,5.0,-58.42462955,-34.60727189,peaton-cargas,cargas,fatal,peatón,peatón,femenino,
2021-0021,1,2021-02-26,5,calle,3.0,-58.41168345,-34.61185625,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,39
2021-0022,1,2021-02-28,12,avenida,13.0,-58.45157681,-34.55217303,pasajeros-sd,,fatal,pasajero,pasajeros,masculino,68
2021-0023,1,2021-03-01,9,autopista,4.0,,,moto-cargas,cargas,fatal,conductor,moto,masculino,24
2021-0024,1,2021-03-03,16,avenida,9.0,-58.49573651,-34.67006054,bicicleta-cargas,cargas,fatal,ciclista,bicicleta,masculino,5
2021-0025,1,2021-03-11,3,gral paz,8.0,-58.48695354,-34.68795245,moto-otro,otro,fatal,conductor,moto,masculino,37
2021-0026,1,2021-03-15,2,autopista,4.0,-58.37562539,-34.64449357,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,36
2021-0027,1,2021-03-16,15,gral paz,12.0,-58.49491054,-34.54795581,moto-cargas,cargas,fatal,conductor,moto,femenino,19
2021-0028,1,2021-03-29,17,avenida,7.0,-58.44147621,-34.64357704,peaton-pasajeros,pasajeros,fatal,peatón,peatón,masculino,
2021-0029,1,2021-03-31,18,avenida,7.0,-58.46899119,-34.63215432,auto-auto,auto,fatal,conductor,auto,masculino,26
2021-0030,1,2021-04-03,18,calle,4.0,-58.38685612,-34.63455776,peaton-pasajeros,pasajeros,fatal,peatón,peatón,masculino,36
2021-0031,1,2021-04-07,10,avenida,1.0,-58.38113667,-34.61765323,peaton-cargas,cargas,fatal,peatón,peatón,femenino,68
2021-0032,1,2021-04-10,19,autopista,13.0,-58.44112678,-34.54538956,peaton-moto,moto,fatal,peatón,peatón,masculino,60
2021-0033,1,2021-04-14,17,autopista,5.0,-58.41595919,-34.62743346,auto-objeto fijo,objeto fijo,fatal,conductor,auto,masculino,33
2021-0034,1,2021-04-19,14,avenida,4.0,-58.40184094,-34.64546845,moto-cargas,cargas,fatal,pasajero,moto,femenino,26
2021-0035,1,2021-05-03,9,avenida,8.0,-58.44642231,-34.65679806,moto-cargas,cargas,fatal,conductor,moto,masculino,24
2021-0036,1,2021-05-09,6,gral paz,11.0,-58.52340614,-34.59798754,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,36
2021-0037,1,2021-05-11,7,avenida,13.0,-58.46649069,-34.56219075,peaton-pasajeros,pasajeros,fatal,peatón,peatón,femenino,58
2021-0038,1,2021-05-14,11,avenida,14.0,-58.42653328,-34.57816791,moto-cargas,cargas,fatal,conductor,moto,femenino,44
2021-0039,1,2021-05-15,12,avenida,9.0,-58.50407099,-34.65303372,bicicleta-auto,auto,fatal,ciclista,bicicleta,masculino,86
2021-0040,1,2021-05-20,5,gral paz,13.0,-58.46743471,-34.53476874,moto-auto,auto,fatal,conductor,moto,masculino,27
2021-0041,1,2021-05-20,8,avenida,14.0,-58.40986646,-34.5772806,peaton-pasajeros,pasajeros,fatal,peatón,peatón,masculino,75
2021-0042,1,2021-05-21,5,avenida,9.0,-58.51739138,-34.63931792,peaton-pasajeros,pasajeros,fatal,peatón,peatón,masculino,39
2021-0043,1,2021-05-22,18,avenida,9.0,-58.50719962,-34.65556223,peaton-auto,auto,fatal,peatón,peatón,masculino,50
2021-0044,1,2021-05-25,2,avenida,9.0,-58.46712311,-34.64600222,moto-objeto fijo,objeto fijo,fatal,pasajero,moto,masculino,21
2021-0045,1,2021-05-26,17,autopista,4.0,-58.37709334,-34.64035082,multiple,multiple,fatal,conductor,moto,masculino,22
2021-0046,1,2021-05-31,2,avenida,15.0,-58.46033141,-34.58569883,auto-objeto fijo,objeto fijo,fatal,pasajero,auto,masculino,20
2021-0047,1,2021-06-02,16,avenida,4.0,-58.42190745,-34.65633192,moto-auto,auto,fatal,conductor,moto,masculino,59
2021-0048,1,2021-06-03,9,avenida,12.0,-58.49026573,-34.5698141,bicicleta-auto,auto,fatal,ciclista,bicicleta,masculino,44
2021-0049,1,2021-06-03,20,avenida,8.0,-58.45410344,-34.66902702,auto-auto,auto,fatal,conductor,auto,masculino,74
2021-0050,1,2021-06-10,13,avenida,13.0,-58.44751621,-34.55719892,moto-pasajeros,pasajeros,fatal,conductor,moto,masculino,56
2021-0051,1,2021-06-15,19,avenida,4.0,-58.42040352,-34.66005171,peaton-cargas,cargas,fatal,peatón,peatón,masculino,73
2021-0052,1,2021-06-20,5,gral paz,8.0,-58.49530249,-34.68010798,moto-objeto fijo,objeto fijo,fatal,pasajero,moto,femenino,19
2021-0053,1,2021-06-20,12,avenida,15.0,-58.44399875,-34.5947736,peaton-bicicleta,bicicleta,fatal,peatón,peatón,masculino,58
2021-0054,1,2021-06-22,14,calle,4.0,-58.42759813,-34.65463857,moto-cargas,cargas,fatal,conductor,moto,masculino,41
2021-0055,1,2021-06-29,12,avenida,3.0,-58.40547222,-34.60456293,moto-cargas,cargas,fatal,pasajero,moto,masculino,47
2021-0056,1,2021-07-09,23,avenida,4.0,-58.42473018,-34.6500828,bicicleta-auto,auto,fatal,ciclista,bicicleta,masculino,60
2021-0057,1,2021-07-10,23,autopista,2.0,-58.39257023,-34.57563957,auto-objeto fijo,objeto fijo,fatal,conductor,auto,masculino,46
2021-0058,1,2021-07-21,0,gral paz,12.0,-58.48941042,-34.54596153,peaton-auto,auto,fatal,peatón,peatón,masculino,24
2021-0059,1,2021-07-22,1,avenida,3.0,-58.3964074,-34.62783085,auto-objeto fijo,objeto fijo,fatal,pasajero,auto,femenino,44
2021-0060,1,2021-07-22,12,avenida,5.0,-58.41971993,-34.6111224,peaton-pasajeros,pasajeros,fatal,peatón,peatón,femenino,80
2021-0061,1,2021-07-24,9,avenida,4.0,-58.40544588,-34.65012801,peaton-cargas,cargas,fatal,peatón,peatón,femenino,55
2021-0062,1,2021-07-27,7,avenida,4.0,-58.42003882,-34.64645957,auto-cargas,cargas,fatal,conductor,auto,masculino,73
2021-0063,1,2021-08-02,4,avenida,7.0,-58.46851293,-34.63348678,auto-auto,auto,fatal,pasajero,auto,femenino,31
2021-0064,1,2021-08-02,20,gral paz,9.0,-58.52931141,-34.65422917,peaton-cargas,cargas,fatal,peatón,peatón,masculino,37
2021-0065,1,2021-08-06,8,avenida,6.0,-58.42675754,-34.6269973,peaton-pasajeros,pasajeros,fatal,peatón,peatón,femenino,63
2021-0066,1,2021-08-06,20,avenida,11.0,-58.52933723,-34.61098186,peaton-pasajeros,pasajeros,fatal,peatón,peatón,masculino,59
2021-0067,1,2021-08-08,9,autopista,1.0,-58.37910943,-34.62764718,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,27
2021-0068,1,2021-08-15,6,avenida,11.0,-58.52161176,-34.61164474,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,39
2021-0069,1,2021-08-20,17,avenida,14.0,-58.41354692,-34.5869768,peaton-auto,auto,fatal,peatón,peatón,masculino,17
2021-0070,1,2021-08-28,8,avenida,8.0,-58.43960781,-34.65470804,moto-cargas,cargas,fatal,conductor,moto,masculino,31
2021-0071,1,2021-08-31,16,calle,3.0,-58.4045461,-34.60003693,peaton-moto,moto,fatal,peatón,peatón,masculino,88
2021-0072,1,2021-09-01,19,avenida,2.0,-58.39303911,-34.59871111,peaton-auto,auto,fatal,peatón,peatón,femenino,57
2021-0073,1,2021-09-18,12,avenida,2.0,-58.39391034,-34.58405348,bicicleta-auto,auto,fatal,ciclista,bicicleta,femenino,76
2021-0074,1,2021-09-20,15,gral paz,12.0,-58.5007381,-34.5497951,multiple,multiple,fatal,conductor,moto,masculino,55
2021-0075,1,2021-09-21,14,calle,1.0,-58.38281301,-34.62786038,peaton-cargas,cargas,fatal,peatón,peatón,masculino,65
2021-0076,1,2021-10-16,6,avenida,7.0,-58.43980799,-34.65094083,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,31
2021-0077,1,2021-10-18,7,avenida,6.0,-58.44402387,-34.62933109,moto-cargas,cargas,fatal,conductor,moto,femenino,31
2021-0078,1,2021-10-23,6,avenida,6.0,-58.42779702,-34.62207347,moto-pasajeros,pasajeros,fatal,conductor,moto,masculino,22
2021-0079,1,2021-10-25,3,calle,3.0,-58.40944147,-34.60097942,peaton-auto,auto,fatal,peatón,peatón,masculino,
2021-0080,1,2021-10-28,16,avenida,1.0,-58.38277479,-34.5943016,moto-auto,auto,fatal,conductor,moto,masculino,32
2021-0081,1,2021-11-02,13,autopista,4.0,-58.37627355,-34.63800916,moto-cargas,cargas,fatal,conductor,moto,masculino,26
2021-0082,1,2021-11-06,4,autopista,3.0,-58.39591856,-34.62453459,moto-auto,auto,fatal,conductor,moto,masculino,38
2021-0083,1,2021-11-09,0,avenida,13.0,-58.45829717,-34.56015762,moto-auto,auto,fatal,conductor,moto,masculino,30
2021-0084,1,2021-11-11,3,avenida,9.0,-58.49142611,-34.64584795,auto-objeto fijo,objeto fijo,fatal,conductor,auto,masculino,32
2021-0085,1,2021-11-20,18,gral paz,12.0,-58.51271409,-34.57786555,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,49
2021-0086,1,2021-11-25,10,avenida,6.0,-58.44864864,-34.62352826,peaton-pasajeros,pasajeros,fatal,peatón,peatón,masculino,75
2021-0087,1,2021-11-27,11,calle,1.0,-58.37795815,-34.59167894,peaton-bicicleta,bicicleta,fatal,peatón,peatón,femenino,73
2021-0088,1,2021-12-01,15,calle,13.0,-58.45531707,-34.55555257,moto-auto,auto,fatal,conductor,moto,masculino,45
2021-0089,1,2021-12-02,1,avenida,11.0,-58.47633683,-34.62140594,moto-auto,auto,fatal,conductor,moto,masculino,41
2021-0090,1,2021-12-10,11,avenida,1.0,-58.38188582,-34.60256036,peaton-pasajeros,pasajeros,fatal,peatón,peatón,masculino,73
2021-0091,1,2021-12-11,23,calle,10.0,-58.51989389,-34.62284918,moto-auto,auto,fatal,conductor,moto,masculino,24
2021-0092,1,2021-12-12,6,avenida,3.0,-58.4059686,-34.61011987,peaton-auto,auto,fatal,peatón,peatón,femenino,50
2021-0093,1,2021-12-13,17,avenida,7.0,-58.43353773,-34.64561636,moto-auto,auto,fatal,pasajero,moto,femenino,18
2021-0094,1,2021-12-20,1,autopista,9.0,-58.46739825,-34.65117757,moto-auto,auto,fatal,pasajero,moto,femenino,43
2021-0095,1,2021-12-30,0,avenida,11.0,-58.47293407,-34.61984745,moto-cargas,cargas,fatal,conductor,moto,masculino,27
2021-0096,1,2021-12-15,10,avenida,9.0,-58.47066794,-34.65021673,auto-cargas,cargas,fatal,conductor,auto,masculino,60
2021-0097,1,2021-11-18,6,calle,1.0,-58.37976155,-34.58679619,bicicleta-auto,auto,fatal,ciclista,bicicleta,masculino,53
